child_id,age,gender,language_level,cognitive_level,parental_support,session_id,timestamp,activity_type,task_difficulty,task_completion_time,success,hints_used,errors_made,movement_entropy,fidgeting_score,focus_duration,eye_tracking_score,speaking_turns,emotion_score,engagement_level,instruction_strategy,developmental_prediction
C019,63,F,Medium,Low,Moderate,C019_S14,2023-05-10,Puzzle,5,40.65,True,1,1,0.34,0.16,127.95,0.63,9,-0.3,0.78,Verbal,On-track
C019,63,F,Medium,Low,Moderate,C019_S15,2023-06-12,Reading,5,63.12,True,2,0,0.12,0.69,111.38,0.81,5,-0.33,0.26,Mixed,On-track
C019,63,F,Medium,Low,Moderate,C019_S16,2023-01-05,Counting,2,135.8,True,1,3,0.2,0.62,149.84,0.59,5,0.78,0.76,Mixed,On-track
C019,63,F,Medium,Low,Moderate,C019_S17,2023-06-18,Puzzle,1,143.43,True,0,0,0.91,0.21,91.43,0.64,2,-0.73,0.72,Mixed,At-risk
C019,63,F,Medium,Low,Moderate,C019_S18,2023-03-27,Drawing,3,254.29,True,0,3,0.71,0.5,55.38,0.65,6,0.8,0.65,Visual,On-track
C019,63,F,Medium,Low,Moderate,C019_S19,2023-06-14,Drawing,1,251.98,False,1,1,0.12,0.58,218.69,0.93,2,-0.81,0.24,Mixed,At-risk
C019,63,F,Medium,Low,Moderate,C019_S20,2023-06-28,Reading,1,137.44,True,1,4,0.46,0.34,183.76,0.93,1,0.7,0.37,Hands-on,Advanced
C020,43,M,High,Medium,Low,C020_S01,2023-03-17,Drawing,4,156.84,False,0,2,0.33,0.88,181.6,0.59,7,0.57,0.46,Visual,On-track
C020,43,M,High,Medium,Low,C020_S02,2023-01-11,Counting,2,156.68,True,1,3,0.33,0.08,62.2,0.61,7,-0.88,0.67,Mixed,On-track
C020,43,M,High,Medium,Low,C020_S03,2023-05-20,Reading,2,227.04,False,1,2,0.62,0.5,261.01,0.77,6,0.26,0.48,Verbal,At-risk
C020,43,M,High,Medium,Low,C020_S04,2023-02-18,Counting,5,269.29,False,0,1,0.43,0.54,69.99,0.87,1,0.16,0.77,Verbal,At-risk
C020,43,M,High,Medium,Low,C020_S05,2023-06-17,Counting,3,214.59,True,1,0,0.58,0.68,142.71,0.87,3,0.45,0.92,Verbal,At-risk
C020,43,M,High,Medium,Low,C020_S06,2023-04-22,Reading,2,267.21,False,1,2,0.81,0.31,276.9,0.92,9,0.28,0.24,Hands-on,Advanced
C020,43,M,High,Medium,Low,C020_S07,2023-04-09,Counting,5,291.65,True,2,4,0.91,0.75,161.92,0.8,4,0.25,0.25,Mixed,On-track
C020,43,M,High,Medium,Low,C020_S08,2023-05-08,Counting,2,140.51,True,1,1,0.56,0.2,116.29,0.8,2,0.62,0.8,Mixed,On-track
C020,43,M,High,Medium,Low,C020_S09,2023-01-22,Reading,1,65.06,True,1,4,0.7,0.03,226.15,0.92,8,-0.42,0.41,Visual,At-risk
C020,43,M,High,Medium,Low,C020_S10,2023-02-16,Counting,3,60.01,True,2,1,0.66,0.72,183.77,0.87,4,0.69,0.92,Verbal,On-track
C020,43,M,High,Medium,Low,C020_S11,2023-06-19,Counting,1,90.4,False,2,0,0.13,0.55,235.75,0.77,3,-0.11,0.26,Verbal,At-risk
C020,43,M,High,Medium,Low,C020_S12,2023-04-20,Drawing,5,51.93,True,0,1,0.47,0.18,59.6,0.78,5,-0.64,0.97,Hands-on,On-track
C020,43,M,High,Medium,Low,C020_S13,2023-01-11,Counting,1,244.94,True,2,1,0.64,0.16,228.71,0.65,6,0.38,0.3,Hands-on,On-track
C020,43,M,High,Medium,Low,C020_S14,2023-06-13,Puzzle,4,160.63,True,3,0,0.17,0.58,282.78,0.93,10,0.5,0.7,Visual,At-risk
C020,43,M,High,Medium,Low,C020_S15,2023-04-04,Drawing,3,136.83,False,1,2,0.46,0.85,165.08,0.84,6,0.71,0.74,Mixed,On-track
C020,43,M,High,Medium,Low,C020_S16,2023-06-05,Reading,1,20.97,True,1,0,0.2,0.72,260.73,0.63,1,-0.89,0.28,Visual,On-track
C020,43,M,High,Medium,Low,C020_S17,2023-06-15,Counting,1,143.26,True,1,1,0.67,0.95,176.07,0.86,6,-0.75,0.85,Verbal,Advanced
C020,43,M,High,Medium,Low,C020_S18,2023-01-09,Drawing,5,55.9,True,2,3,0.52,0.82,195.93,0.92,2,-0.39,0.76,Hands-on,Advanced
C020,43,M,High,Medium,Low,C020_S19,2023-04-06,Reading,4,95.77,True,1,1,0.28,0.06,83.5,0.5,5,-0.98,0.87,Mixed,On-track
C020,43,M,High,Medium,Low,C020_S20,2023-05-16,Counting,3,227.26,True,2,1,0.45,0.42,231.6,0.55,9,-0.85,0.77,Verbal,At-risk
C021,70,M,Low,Low,High,C021_S01,2023-02-17,Reading,4,269.99,False,1,1,0.8,0.76,159.23,0.52,3,0.61,0.74,Hands-on,Advanced
C021,70,M,Low,Low,High,C021_S02,2023-01-31,Counting,3,165.87,True,0,2,0.2,0.41,204.92,0.86,3,0.71,0.89,Mixed,At-risk
C021,70,M,Low,Low,High,C021_S03,2023-02-24,Counting,1,37.54,True,0,1,0.5,0.11,124.87,1.0,4,-0.71,0.92,Hands-on,Advanced
C021,70,M,Low,Low,High,C021_S04,2023-02-21,Puzzle,5,191.23,True,1,1,0.64,0.06,271.32,0.76,3,0.76,0.45,Visual,On-track
C021,70,M,Low,Low,High,C021_S05,2023-02-14,Reading,4,294.75,False,0,0,0.72,0.6,282.67,0.62,2,-0.93,0.93,Mixed,Advanced
C021,70,M,Low,Low,High,C021_S06,2023-03-23,Counting,1,277.3,True,2,2,0.49,0.78,241.67,0.73,6,-0.45,0.37,Hands-on,On-track
C021,70,M,Low,Low,High,C021_S07,2023-03-16,Counting,4,94.79,True,1,2,0.46,0.06,251.69,0.55,5,-0.2,0.44,Mixed,At-risk
C021,70,M,Low,Low,High,C021_S08,2023-06-29,Drawing,2,219.65,True,0,2,0.77,0.21,32.88,0.89,6,0.55,0.42,Mixed,On-track
C021,70,M,Low,Low,High,C021_S09,2023-02-01,Drawing,2,164.71,True,3,3,0.74,0.44,60.46,0.85,6,0.72,0.3,Mixed,On-track
C021,70,M,Low,Low,High,C021_S10,2023-05-07,Puzzle,4,285.11,True,1,2,0.61,0.44,142.01,0.87,7,-0.72,0.37,Verbal,On-track
C021,70,M,Low,Low,High,C021_S11,2023-04-30,Drawing,4,268.96,True,1,2,0.44,0.23,181.47,0.57,5,0.61,0.81,Hands-on,On-track
C021,70,M,Low,Low,High,C021_S12,2023-03-21,Reading,1,23.75,False,1,4,0.98,0.66,140.22,0.64,4,0.26,0.29,Mixed,At-risk
C021,70,M,Low,Low,High,C021_S13,2023-05-15,Reading,1,18.36,True,0,2,0.57,0.57,181.51,0.74,5,0.75,0.53,Mixed,Advanced
C021,70,M,Low,Low,High,C021_S14,2023-01-19,Drawing,5,197.01,True,1,2,0.33,0.53,252.43,0.55,8,-0.16,0.58,Mixed,At-risk
C021,70,M,Low,Low,High,C021_S15,2023-04-26,Reading,3,41.37,False,2,4,0.22,0.06,264.44,0.65,0,-0.55,0.47,Hands-on,On-track
C021,70,M,Low,Low,High,C021_S16,2023-05-22,Drawing,4,53.29,True,2,2,0.29,0.38,115.5,0.84,3,-0.19,0.95,Mixed,On-track
C021,70,M,Low,Low,High,C021_S17,2023-05-09,Puzzle,5,127.81,True,2,7,0.72,0.98,226.18,0.96,4,0.16,0.98,Mixed,On-track
C021,70,M,Low,Low,High,C021_S18,2023-03-19,Drawing,3,162.29,True,1,1,0.59,0.7,244.03,0.81,3,-0.18,0.47,Visual,Advanced
C021,70,M,Low,Low,High,C021_S19,2023-02-27,Counting,5,114.38,True,0,4,0.32,1.0,57.91,0.59,3,-0.05,0.92,Mixed,On-track
C021,70,M,Low,Low,High,C021_S20,2023-03-14,Puzzle,4,102.77,True,1,1,0.83,0.49,66.12,0.94,2,-0.72,0.69,Verbal,At-risk
C022,69,F,Low,High,Moderate,C022_S01,2023-06-07,Puzzle,5,75.47,True,3,4,0.81,0.09,170.64,0.92,4,-0.04,0.61,Hands-on,On-track
C022,69,F,Low,High,Moderate,C022_S02,2023-05-29,Drawing,5,21.7,True,0,2,0.53,0.27,37.88,0.8,6,0.39,0.36,Visual,At-risk
C022,69,F,Low,High,Moderate,C022_S03,2023-06-04,Counting,5,28.85,False,0,5,0.49,0.79,154.86,0.97,7,0.51,0.85,Mixed,On-track
C022,69,F,Low,High,Moderate,C022_S04,2023-01-08,Puzzle,4,262.88,True,2,3,0.9,0.47,172.51,1.0,2,0.25,0.76,Visual,At-risk
C022,69,F,Low,High,Moderate,C022_S05,2023-05-28,Counting,4,139.73,True,1,1,0.46,0.74,186.8,0.69,4,-0.66,0.73,Hands-on,At-risk
C022,69,F,Low,High,Moderate,C022_S06,2023-04-17,Puzzle,4,250.6,True,2,5,0.16,0.58,126.61,0.64,9,-1.0,0.62,Verbal,At-risk
C022,69,F,Low,High,Moderate,C022_S07,2023-03-16,Counting,4,294.39,True,1,0,0.8,0.57,235.39,0.57,3,-0.74,0.45,Verbal,Advanced
C022,69,F,Low,High,Moderate,C022_S08,2023-06-25,Reading,3,212.41,True,1,1,0.34,0.5,143.38,0.6,5,0.09,0.41,Verbal,On-track
C022,69,F,Low,High,Moderate,C022_S09,2023-01-16,Drawing,4,209.84,True,1,2,0.73,0.44,285.15,0.57,9,-0.13,0.62,Verbal,On-track
C022,69,F,Low,High,Moderate,C022_S10,2023-02-22,Counting,3,14.43,True,0,1,0.89,0.7,53.0,0.83,2,-0.5,0.94,Hands-on,On-track
C022,69,F,Low,High,Moderate,C022_S11,2023-03-23,Counting,4,218.97,True,0,1,0.26,0.81,66.46,0.73,6,-0.15,0.45,Mixed,On-track
C022,69,F,Low,High,Moderate,C022_S12,2023-04-05,Puzzle,2,202.88,True,1,4,0.87,0.05,70.1,0.71,4,0.59,0.73,Verbal,On-track
C022,69,F,Low,High,Moderate,C022_S13,2023-03-10,Reading,2,151.4,True,1,2,0.45,0.41,185.78,0.58,6,0.72,0.68,Visual,On-track
C022,69,F,Low,High,Moderate,C022_S14,2023-03-16,Reading,4,158.95,False,1,0,0.92,0.09,205.02,0.71,6,0.79,0.72,Mixed,On-track
C022,69,F,Low,High,Moderate,C022_S15,2023-02-10,Counting,4,150.73,True,3,2,0.34,0.86,48.86,0.84,2,-0.46,0.81,Mixed,At-risk
C022,69,F,Low,High,Moderate,C022_S16,2023-02-18,Drawing,1,40.72,True,1,3,0.23,0.74,192.37,0.83,2,-0.27,0.52,Verbal,On-track
C022,69,F,Low,High,Moderate,C022_S17,2023-05-08,Counting,2,154.16,True,2,1,0.54,0.15,129.8,0.66,8,0.69,0.67,Verbal,On-track
C022,69,F,Low,High,Moderate,C022_S18,2023-04-11,Reading,3,256.04,True,1,3,0.3,0.03,140.5,0.64,8,0.07,0.56,Mixed,On-track
C022,69,F,Low,High,Moderate,C022_S19,2023-04-01,Puzzle,5,278.89,True,1,3,0.5,0.48,272.19,0.7,3,0.8,0.94,Visual,On-track
C022,69,F,Low,High,Moderate,C022_S20,2023-06-17,Reading,2,13.79,True,1,0,0.3,0.51,177.39,0.52,4,0.81,1.0,Verbal,On-track
C023,46,M,Medium,Low,Moderate,C023_S01,2023-04-04,Reading,1,107.71,True,0,0,0.3,0.19,145.57,0.83,1,0.04,0.68,Verbal,On-track
C023,46,M,Medium,Low,Moderate,C023_S02,2023-05-26,Drawing,3,28.32,False,1,3,0.77,0.91,263.16,0.84,7,-0.94,0.41,Verbal,On-track
C023,46,M,Medium,Low,Moderate,C023_S03,2023-04-09,Reading,1,248.86,True,4,2,0.48,0.15,247.73,0.76,5,-0.42,0.33,Mixed,On-track
C023,46,M,Medium,Low,Moderate,C023_S04,2023-06-09,Puzzle,2,222.88,True,2,3,0.8,0.83,127.54,0.61,6,-0.5,0.67,Visual,On-track
C023,46,M,Medium,Low,Moderate,C023_S05,2023-04-06,Counting,5,239.67,True,1,1,0.6,0.41,285.89,0.56,6,0.32,0.65,Hands-on,On-track
C023,46,M,Medium,Low,Moderate,C023_S06,2023-02-06,Drawing,5,43.94,True,0,3,0.42,0.32,36.25,0.75,5,0.1,0.8,Hands-on,On-track
C023,46,M,Medium,Low,Moderate,C023_S07,2023-01-11,Puzzle,4,130.31,True,0,0,0.28,0.4,258.35,0.67,6,0.99,0.3,Visual,At-risk
C023,46,M,Medium,Low,Moderate,C023_S08,2023-05-02,Reading,2,130.84,True,2,0,0.69,0.01,240.59,0.83,5,0.12,0.21,Visual,Advanced
C023,46,M,Medium,Low,Moderate,C023_S09,2023-02-05,Counting,2,15.52,True,2,0,0.93,0.47,37.83,0.84,3,0.15,0.7,Mixed,On-track
C023,46,M,Medium,Low,Moderate,C023_S10,2023-04-11,Counting,3,246.96,False,1,3,0.42,0.92,66.17,0.84,0,0.85,0.29,Hands-on,On-track
C023,46,M,Medium,Low,Moderate,C023_S11,2023-05-11,Reading,3,240.1,False,0,5,0.11,0.06,145.79,0.7,4,0.2,0.6,Hands-on,On-track
C023,46,M,Medium,Low,Moderate,C023_S12,2023-01-05,Counting,1,31.78,False,0,5,0.67,0.55,296.33,0.87,4,0.03,0.86,Verbal,On-track
C023,46,M,Medium,Low,Moderate,C023_S13,2023-04-17,Counting,1,223.15,True,3,1,0.63,0.85,126.36,0.55,4,0.59,0.25,Mixed,At-risk
C023,46,M,Medium,Low,Moderate,C023_S14,2023-06-26,Puzzle,1,100.88,True,1,5,0.62,0.27,252.51,0.5,7,0.04,0.56,Hands-on,On-track
C023,46,M,Medium,Low,Moderate,C023_S15,2023-06-17,Drawing,2,286.69,True,2,3,0.45,0.27,75.42,0.85,8,0.4,0.87,Hands-on,On-track
C023,46,M,Medium,Low,Moderate,C023_S16,2023-02-13,Reading,2,158.65,True,2,1,0.96,0.79,130.96,0.78,1,-0.5,0.75,Visual,At-risk
C023,46,M,Medium,Low,Moderate,C023_S17,2023-01-09,Puzzle,2,172.16,True,1,0,0.78,0.93,153.74,0.83,6,0.59,0.29,Visual,On-track
C023,46,M,Medium,Low,Moderate,C023_S18,2023-04-18,Drawing,4,98.62,True,1,0,1.0,0.43,124.02,0.86,6,-0.58,0.32,Verbal,On-track
C023,46,M,Medium,Low,Moderate,C023_S19,2023-05-09,Reading,5,293.06,True,1,3,0.84,0.55,41.01,0.66,5,0.84,0.88,Mixed,At-risk
C023,46,M,Medium,Low,Moderate,C023_S20,2023-01-16,Drawing,4,223.73,True,1,3,0.56,0.11,208.23,0.92,6,0.5,0.55,Hands-on,On-track
C024,40,F,High,Medium,Moderate,C024_S01,2023-02-14,Reading,1,125.72,False,0,2,0.54,0.7,168.57,0.94,4,0.58,0.46,Mixed,On-track
C024,40,F,High,Medium,Moderate,C024_S02,2023-04-01,Counting,2,64.63,True,2,1,0.73,0.8,94.5,0.52,6,-0.14,0.9,Hands-on,On-track
C024,40,F,High,Medium,Moderate,C024_S03,2023-03-05,Counting,1,268.97,True,3,3,0.63,0.8,158.27,0.9,4,-0.66,0.71,Hands-on,On-track
C024,40,F,High,Medium,Moderate,C024_S04,2023-03-18,Counting,1,28.26,False,1,3,0.69,0.21,115.93,0.62,4,-0.01,0.42,Hands-on,At-risk
C024,40,F,High,Medium,Moderate,C024_S05,2023-05-06,Counting,3,59.94,True,0,2,0.17,0.27,83.97,0.62,2,-0.14,0.53,Verbal,On-track
C024,40,F,High,Medium,Moderate,C024_S06,2023-03-12,Counting,2,206.08,True,2,3,0.94,0.81,256.05,0.55,9,0.0,0.75,Visual,At-risk
C024,40,F,High,Medium,Moderate,C024_S07,2023-04-08,Reading,3,118.86,True,2,2,0.51,0.25,243.27,0.82,6,-0.1,0.4,Mixed,Advanced
C024,40,F,High,Medium,Moderate,C024_S08,2023-02-07,Counting,1,148.02,True,2,1,0.19,0.5,216.29,0.67,8,-0.92,0.71,Visual,Advanced
C024,40,F,High,Medium,Moderate,C024_S09,2023-01-21,Counting,4,72.73,False,1,2,0.8,0.43,119.31,0.59,8,-0.85,0.85,Mixed,At-risk
C024,40,F,High,Medium,Moderate,C024_S10,2023-05-03,Drawing,4,94.18,True,0,0,0.48,0.94,224.81,0.54,8,0.13,0.96,Visual,On-track
C024,40,F,High,Medium,Moderate,C024_S11,2023-05-24,Counting,1,192.68,True,1,0,0.81,0.26,121.98,0.53,5,-0.3,0.77,Visual,At-risk
C024,40,F,High,Medium,Moderate,C024_S12,2023-05-31,Drawing,1,116.68,True,0,4,0.9,0.62,145.76,0.59,9,-0.58,0.71,Visual,At-risk
C024,40,F,High,Medium,Moderate,C024_S13,2023-05-16,Drawing,5,181.17,True,0,3,0.33,0.6,267.56,0.66,5,0.41,0.61,Hands-on,On-track
C024,40,F,High,Medium,Moderate,C024_S14,2023-04-16,Counting,3,57.17,False,1,2,0.36,0.51,173.46,0.9,4,0.75,0.26,Hands-on,On-track
C024,40,F,High,Medium,Moderate,C024_S15,2023-02-05,Puzzle,2,173.6,True,1,0,0.26,0.99,223.07,0.81,5,0.16,0.78,Mixed,Advanced
C024,40,F,High,Medium,Moderate,C024_S16,2023-02-10,Reading,1,220.82,True,0,0,0.51,0.49,36.09,0.84,4,-0.54,0.63,Hands-on,Advanced
C024,40,F,High,Medium,Moderate,C024_S17,2023-05-02,Reading,5,183.02,True,1,0,0.37,0.9,203.18,0.89,2,-0.57,0.69,Hands-on,At-risk
C024,40,F,High,Medium,Moderate,C024_S18,2023-03-15,Counting,1,295.42,True,2,0,0.35,0.92,125.65,0.83,5,-0.09,0.51,Verbal,On-track
C024,40,F,High,Medium,Moderate,C024_S19,2023-01-23,Drawing,4,14.14,True,1,1,0.9,0.28,148.25,0.68,5,0.32,0.56,Hands-on,At-risk
C024,40,F,High,Medium,Moderate,C024_S20,2023-01-10,Drawing,4,151.23,False,4,3,0.93,0.82,294.29,0.94,2,-0.42,0.69,Verbal,Advanced
C025,48,M,Medium,Medium,Low,C025_S01,2023-03-16,Puzzle,3,40.85,True,0,3,0.74,0.17,254.64,0.79,3,0.23,0.28,Visual,On-track
C025,48,M,Medium,Medium,Low,C025_S02,2023-01-28,Counting,4,168.18,False,0,0,0.14,0.59,46.64,0.98,4,0.28,0.42,Verbal,Advanced
C025,48,M,Medium,Medium,Low,C025_S03,2023-05-20,Reading,4,103.48,True,2,2,0.99,0.95,51.13,0.97,6,0.19,0.35,Mixed,On-track
C025,48,M,Medium,Medium,Low,C025_S04,2023-05-10,Reading,4,146.03,True,0,1,0.52,0.95,61.23,0.97,7,0.67,0.26,Verbal,Advanced
C025,48,M,Medium,Medium,Low,C025_S05,2023-03-26,Drawing,4,164.87,True,0,4,0.19,0.06,43.86,0.69,4,-0.45,0.64,Hands-on,At-risk
C025,48,M,Medium,Medium,Low,C025_S06,2023-02-17,Puzzle,1,14.12,True,1,3,0.5,0.22,226.25,0.85,3,-0.63,0.93,Hands-on,At-risk
C025,48,M,Medium,Medium,Low,C025_S07,2023-05-26,Drawing,4,234.02,True,0,4,0.76,0.7,96.49,0.95,7,-0.86,0.51,Visual,Advanced
C025,48,M,Medium,Medium,Low,C025_S08,2023-04-14,Reading,5,122.25,True,1,4,0.37,0.91,104.4,0.9,6,0.02,0.33,Hands-on,On-track
C025,48,M,Medium,Medium,Low,C025_S09,2023-06-21,Puzzle,3,163.92,True,0,1,0.32,0.22,170.25,0.78,6,-0.92,0.44,Visual,On-track
C025,48,M,Medium,Medium,Low,C025_S10,2023-03-24,Drawing,2,23.78,True,2,2,0.46,0.58,285.97,0.53,3,-0.37,0.86,Visual,On-track
C025,48,M,Medium,Medium,Low,C025_S11,2023-04-25,Counting,5,289.08,True,1,0,0.35,0.11,208.15,0.66,5,-0.59,0.36,Mixed,On-track
C025,48,M,Medium,Medium,Low,C025_S12,2023-05-27,Puzzle,4,217.53,False,0,1,0.51,0.35,179.83,0.59,5,-0.46,0.34,Verbal,On-track
C025,48,M,Medium,Medium,Low,C025_S13,2023-03-02,Puzzle,3,239.97,True,2,1,0.6,0.58,65.34,0.73,7,-0.21,0.81,Hands-on,On-track
C025,48,M,Medium,Medium,Low,C025_S14,2023-02-10,Reading,4,142.66,True,2,5,0.8,0.58,296.02,0.62,1,0.28,0.95,Hands-on,Advanced
C025,48,M,Medium,Medium,Low,C025_S15,2023-06-30,Counting,3,52.6,False,2,3,0.79,0.34,77.42,0.71,8,0.88,0.63,Hands-on,At-risk
C025,48,M,Medium,Medium,Low,C025_S16,2023-03-17,Counting,4,201.07,True,0,0,0.17,0.76,187.84,0.52,6,0.55,0.98,Hands-on,On-track
C025,48,M,Medium,Medium,Low,C025_S17,2023-02-04,Reading,2,205.99,True,2,2,0.85,0.25,239.87,0.98,8,-0.01,0.83,Visual,At-risk
C025,48,M,Medium,Medium,Low,C025_S18,2023-06-05,Counting,2,176.71,True,0,0,0.32,0.72,192.98,0.96,2,-0.28,0.29,Verbal,On-track
C025,48,M,Medium,Medium,Low,C025_S19,2023-05-01,Drawing,3,238.3,True,3,0,0.66,0.01,41.73,0.95,8,-0.27,0.65,Mixed,At-risk
C025,48,M,Medium,Medium,Low,C025_S20,2023-06-02,Puzzle,4,293.71,True,1,0,0.36,0.77,85.42,0.86,4,0.56,0.79,Hands-on,On-track
C026,65,F,Low,High,Low,C026_S01,2023-01-16,Drawing,1,248.46,True,1,2,0.26,0.55,88.18,0.6,11,0.86,0.47,Hands-on,On-track
C026,65,F,Low,High,Low,C026_S02,2023-03-25,Reading,3,255.04,True,0,0,0.4,0.91,56.18,0.8,4,-0.13,0.42,Visual,On-track
C026,65,F,Low,High,Low,C026_S03,2023-05-30,Reading,5,15.94,True,1,4,0.61,0.98,272.5,0.98,6,-0.84,0.87,Visual,On-track
C026,65,F,Low,High,Low,C026_S04,2023-01-15,Reading,5,93.91,True,0,2,0.56,0.67,134.53,0.63,5,0.18,0.66,Visual,On-track
C026,65,F,Low,High,Low,C026_S05,2023-05-25,Puzzle,2,169.49,True,2,1,0.16,0.98,288.39,0.53,7,-0.38,0.93,Hands-on,At-risk
C026,65,F,Low,High,Low,C026_S06,2023-03-20,Puzzle,3,186.38,True,1,1,0.63,0.95,160.97,0.95,5,0.49,0.34,Verbal,Advanced
C026,65,F,Low,High,Low,C026_S07,2023-02-25,Puzzle,3,148.22,False,0,6,0.55,0.01,31.88,0.62,2,-0.94,0.93,Visual,On-track
C026,65,F,Low,High,Low,C026_S08,2023-01-17,Puzzle,2,19.94,True,0,1,0.34,0.5,293.4,0.81,8,-0.4,0.7,Mixed,On-track
C026,65,F,Low,High,Low,C026_S09,2023-05-01,Puzzle,3,189.61,True,0,5,0.57,0.48,150.86,0.89,3,0.17,0.38,Verbal,On-track
C026,65,F,Low,High,Low,C026_S10,2023-02-04,Reading,5,199.61,True,2,5,0.28,0.44,45.35,0.99,4,0.22,0.77,Verbal,Advanced
C026,65,F,Low,High,Low,C026_S11,2023-04-25,Reading,2,28.3,True,1,4,0.34,0.3,102.57,0.77,5,0.08,0.74,Verbal,At-risk
C026,65,F,Low,High,Low,C026_S12,2023-06-19,Drawing,2,58.61,True,0,2,0.25,0.1,195.4,0.55,2,0.78,0.77,Hands-on,On-track
C026,65,F,Low,High,Low,C026_S13,2023-02-15,Reading,5,52.19,False,0,2,0.2,0.44,63.29,0.74,5,0.83,0.89,Hands-on,At-risk
C026,65,F,Low,High,Low,C026_S14,2023-02-27,Puzzle,5,191.23,True,2,2,0.35,0.05,244.81,0.71,6,-0.22,0.93,Mixed,Advanced
C026,65,F,Low,High,Low,C026_S15,2023-04-29,Reading,1,131.35,True,1,1,0.56,0.24,79.77,0.53,8,-0.01,0.88,Hands-on,Advanced
C026,65,F,Low,High,Low,C026_S16,2023-03-05,Reading,4,13.89,True,0,0,0.57,0.68,53.15,0.73,8,0.92,0.78,Verbal,On-track
C026,65,F,Low,High,Low,C026_S17,2023-01-29,Puzzle,5,192.51,False,0,0,0.61,0.91,241.7,0.81,6,-0.96,0.64,Mixed,On-track
C026,65,F,Low,High,Low,C026_S18,2023-01-05,Drawing,1,204.91,True,1,3,0.97,0.08,123.7,0.71,1,-0.45,0.6,Visual,On-track
C026,65,F,Low,High,Low,C026_S19,2023-01-09,Reading,3,102.27,True,1,2,0.73,0.25,40.93,0.7,2,0.0,0.9,Hands-on,At-risk
C026,65,F,Low,High,Low,C026_S20,2023-01-13,Drawing,3,88.61,True,1,1,0.96,0.92,44.58,0.68,5,0.17,0.24,Hands-on,On-track
C027,56,M,High,Low,Low,C027_S01,2023-02-05,Counting,1,242.12,True,2,3,0.96,0.67,46.02,0.83,7,0.48,0.84,Visual,Advanced
C027,56,M,High,Low,Low,C027_S02,2023-05-28,Counting,3,116.72,True,1,0,0.1,0.65,142.69,0.65,6,0.58,0.54,Hands-on,At-risk
C027,56,M,High,Low,Low,C027_S03,2023-03-24,Drawing,5,83.44,False,0,1,0.47,0.23,162.66,0.94,4,0.57,0.4,Verbal,On-track
C027,56,M,High,Low,Low,C027_S04,2023-06-19,Drawing,4,111.64,False,0,1,0.73,0.91,147.34,0.74,7,-0.86,0.83,Verbal,On-track
C027,56,M,High,Low,Low,C027_S05,2023-05-23,Drawing,2,233.12,True,2,2,0.5,0.35,121.34,0.9,4,0.18,0.71,Hands-on,On-track
C027,56,M,High,Low,Low,C027_S06,2023-05-07,Puzzle,2,158.79,False,3,3,0.98,0.87,271.17,0.94,5,0.3,0.6,Mixed,Advanced
C027,56,M,High,Low,Low,C027_S07,2023-06-21,Reading,1,291.08,True,1,3,0.26,0.86,181.98,0.98,2,0.11,0.51,Mixed,On-track
C027,56,M,High,Low,Low,C027_S08,2023-04-17,Reading,4,172.2,True,1,3,0.85,0.1,256.19,0.58,5,0.0,0.56,Visual,On-track
C027,56,M,High,Low,Low,C027_S09,2023-05-18,Reading,5,211.18,True,2,3,0.99,0.73,287.17,0.92,5,0.05,0.6,Visual,On-track
C027,56,M,High,Low,Low,C027_S10,2023-02-06,Reading,5,292.47,False,0,2,0.82,0.52,184.47,0.93,5,-0.03,0.48,Mixed,On-track
C027,56,M,High,Low,Low,C027_S11,2023-04-17,Drawing,3,226.84,True,1,1,0.85,0.81,174.07,0.57,4,0.02,0.8,Verbal,On-track
C027,56,M,High,Low,Low,C027_S12,2023-03-26,Puzzle,3,239.02,True,0,1,0.79,0.72,268.06,0.82,3,0.4,0.82,Mixed,Advanced
C027,56,M,High,Low,Low,C027_S13,2023-01-24,Drawing,1,153.3,True,2,4,0.79,0.58,49.17,0.95,4,0.19,0.54,Visual,On-track
C027,56,M,High,Low,Low,C027_S14,2023-06-04,Puzzle,1,10.92,False,3,1,0.39,0.66,198.25,0.75,4,0.3,0.26,Mixed,On-track
C027,56,M,High,Low,Low,C027_S15,2023-05-31,Drawing,3,215.91,True,1,0,0.27,0.94,170.71,1.0,5,-0.08,0.35,Verbal,Advanced
C027,56,M,High,Low,Low,C027_S16,2023-03-27,Counting,4,272.73,False,2,4,0.58,0.32,50.26,0.95,5,0.72,0.76,Mixed,On-track
C027,56,M,High,Low,Low,C027_S17,2023-02-18,Puzzle,4,63.32,True,0,1,0.95,0.34,117.81,0.96,3,0.33,0.91,Hands-on,At-risk
C027,56,M,High,Low,Low,C027_S18,2023-03-04,Drawing,3,50.62,True,1,2,0.26,0.36,108.5,0.81,9,-0.26,0.49,Verbal,On-track
C027,56,M,High,Low,Low,C027_S19,2023-03-24,Counting,4,211.15,False,2,2,0.58,0.29,215.63,0.74,7,-0.64,0.63,Verbal,On-track
C027,56,M,High,Low,Low,C027_S20,2023-04-02,Counting,2,221.88,False,2,3,0.16,0.41,154.68,0.63,4,0.41,0.65,Verbal,On-track
C028,42,F,Medium,Low,High,C028_S01,2023-05-01,Counting,1,14.31,True,0,1,0.45,0.23,258.61,0.65,2,-0.55,0.85,Mixed,On-track
