Child_ID,Age,Parental_Education,Screen_Time_Hours,Play_Time_Hours,Sleep_Hours,Cognitive_Score
5552,10,Bachelors,1.6,2.8,8.3,8.67
5553,7,High School,2.3,2.6,11.3,9.51
5554,8,Masters,3.7,2.9,10.4,9.08
5555,11,Bachelors,2.6,2.0,6.6,7.73
5556,10,Masters,2.4,2.0,11.0,8.75
5557,5,High School,3.4,1.9,10.1,7.54
5558,7,Masters,1.5,1.9,6.2,8.89
5559,6,Bachelors,0.5,0.4,6.8,7.35
5560,3,Masters,0.1,1.6,9.8,9.55
5561,7,PhD,1.5,1.2,10.0,9.35
5562,9,Masters,0.5,1.3,10.5,9.81
5563,3,High School,2.0,1.6,10.3,8.03
5564,6,High School,4.6,0.4,10.0,6.52
5565,8,High School,4.3,1.1,10.6,8.12
5566,11,High School,3.7,0.2,9.5,8.52
5567,10,Bachelors,5.1,2.9,7.6,7.16
5568,4,Masters,1.7,0.4,11.5,9.03
5569,5,Masters,5.3,0.8,6.1,8.75
5570,7,Masters,2.4,2.7,8.2,6.76
5571,9,Masters,2.4,1.4,10.4,8.34
5572,5,Bachelors,2.4,0.4,8.6,9.98
5573,9,High School,0.6,1.2,6.1,7.64
5574,7,Masters,5.9,0.3,6.4,5.76
5575,8,Masters,0.8,0.6,9.9,10.15
5576,8,High School,2.0,0.2,11.8,9.44
5577,6,PhD,1.9,1.3,9.3,8.38
5578,10,PhD,0.4,2.4,9.0,9.43
5579,11,High School,0.9,1.8,7.9,7.86
5580,4,Masters,0.3,1.8,7.5,7.46
5581,11,High School,1.8,0.6,6.1,7.15
5582,6,Masters,5.2,1.0,7.6,6.29
5583,8,Masters,2.0,2.5,8.7,8.84
5584,9,PhD,0.7,0.3,7.2,8.18
5585,6,PhD,3.9,2.6,6.5,8.45
5586,10,Masters,6.0,1.5,10.3,9.5
5587,10,Masters,1.4,2.5,11.4,9.62
5588,3,Masters,1.7,1.0,11.6,10.1
5589,10,PhD,5.8,1.0,9.7,8.51
5590,5,Masters,1.1,2.3,6.3,8.32
5591,7,High School,3.1,2.4,10.4,8.78
5592,10,Bachelors,1.4,0.7,6.7,6.58
5593,8,Bachelors,5.6,2.9,10.0,9.25
5594,6,Masters,5.9,0.3,10.7,6.48
5595,6,High School,4.9,0.2,10.4,7.97
5596,6,Masters,1.9,1.8,11.7,7.29
5597,8,High School,2.4,2.2,10.4,8.0
5598,9,PhD,1.5,2.9,10.2,8.77
5599,7,PhD,5.3,1.2,7.6,8.44
5600,10,Masters,5.5,0.1,11.5,9.22
5601,9,PhD,2.5,1.8,7.1,7.33
5602,10,Masters,3.9,0.9,11.4,9.78
5603,6,Bachelors,1.0,1.3,7.9,9.24
5604,10,High School,2.6,1.5,6.8,7.49
5605,8,High School,3.8,0.2,11.0,7.32
5606,5,Bachelors,2.3,1.5,6.0,7.18
5607,10,Bachelors,2.1,1.3,11.0,9.27
5608,9,Bachelors,0.0,2.1,7.6,7.44
5609,7,Bachelors,4.8,1.9,11.3,9.5
5610,6,PhD,5.3,0.6,10.1,8.44
5611,3,High School,5.8,0.6,10.0,8.47
5612,5,High School,4.3,0.8,8.2,7.94
5613,4,Bachelors,3.3,0.5,6.4,7.78
5614,10,Masters,1.6,2.0,11.0,9.5
5615,10,Masters,6.0,3.0,7.0,7.7
5616,7,Masters,3.5,2.0,8.2,7.78
5617,7,Masters,4.1,1.8,9.6,7.98
5618,6,PhD,4.1,1.2,8.9,9.44
5619,3,High School,5.1,0.9,7.2,5.09
5620,3,High School,0.1,2.7,6.8,9.39
5621,8,High School,1.3,2.9,6.7,7.67
5622,6,Masters,4.0,1.5,11.2,8.38
5623,6,Bachelors,5.4,0.9,6.2,6.93
5624,5,Masters,4.1,2.3,11.9,8.14
5625,11,High School,2.5,0.4,7.2,6.68
5626,5,Masters,2.2,2.3,6.7,7.08
5627,10,Bachelors,4.4,2.5,9.5,8.45
5628,4,Bachelors,4.4,0.4,6.5,6.04
5629,6,Masters,3.6,2.9,9.6,10.59
5630,3,High School,1.7,3.0,11.1,11.8
5631,7,PhD,5.6,2.8,6.3,5.22
5632,4,High School,3.3,1.5,10.8,9.65
5633,3,PhD,4.7,0.7,8.4,8.49
5634,3,High School,1.3,1.7,7.0,8.59
5635,4,Masters,2.1,1.3,7.1,7.15
5636,7,PhD,5.2,0.6,11.5,8.5
5637,11,High School,0.3,1.3,6.7,7.26
5638,8,Masters,3.1,2.0,11.2,9.04
5639,6,High School,2.9,0.2,9.3,6.99
5640,5,Bachelors,4.5,1.0,6.2,6.77
5641,10,Bachelors,1.7,0.1,8.8,6.71
5642,5,High School,1.3,2.2,10.9,9.56
5643,3,Masters,5.6,1.9,10.4,7.36
5644,6,High School,3.4,0.2,8.9,8.15
5645,7,Masters,0.6,2.9,11.2,9.55
5646,7,PhD,1.2,0.1,6.7,7.76
5647,7,Bachelors,6.0,1.8,11.5,10.02
5648,10,PhD,1.2,2.3,11.1,11.48
5649,10,Masters,3.7,2.4,10.2,6.53
5650,6,High School,2.5,0.1,10.9,8.06
5651,11,Bachelors,5.3,2.7,9.3,8.17
5652,3,Masters,4.5,2.8,10.1,9.44
5653,7,Masters,3.6,1.7,9.4,6.9
5654,7,Bachelors,0.1,1.4,8.1,7.66
5655,7,High School,5.3,0.1,9.4,7.86
5656,10,Bachelors,2.7,1.7,7.5,8.05
5657,11,High School,5.6,1.2,8.6,8.06
5658,5,High School,3.0,2.3,7.7,8.61
5659,11,Masters,4.2,1.2,6.7,7.54
5660,10,High School,0.4,2.1,7.9,8.9
5661,5,High School,4.5,0.3,11.1,8.69
5662,4,Bachelors,2.0,0.4,8.3,8.7
5663,6,Bachelors,2.1,0.4,10.5,6.66
5664,4,High School,0.7,0.1,7.1,9.27
5665,6,Masters,0.9,1.6,8.5,6.5
5666,7,Bachelors,1.1,2.4,6.7,7.1
5667,4,PhD,2.0,1.8,6.8,7.63
5668,10,Masters,5.4,1.7,9.7,8.98
5669,3,Bachelors,2.2,2.0,9.6,6.0
5670,5,Bachelors,4.3,1.0,7.3,7.33
5671,9,PhD,0.5,1.1,8.8,9.54
5672,3,High School,3.5,0.9,11.2,10.04
5673,4,Bachelors,2.9,2.1,7.0,7.15
5674,5,PhD,5.9,0.5,6.1,6.11
5675,4,PhD,5.1,0.0,9.9,7.32
5676,4,Bachelors,2.7,1.8,6.3,7.13
5677,8,Masters,4.7,2.8,11.9,8.63
5678,9,Bachelors,1.2,1.8,9.7,8.29
5679,8,PhD,3.4,2.3,8.8,8.96
5680,8,Bachelors,0.4,2.0,8.6,9.09
5681,11,Masters,2.1,1.5,9.4,9.28
5682,10,High School,1.4,2.2,6.5,8.19
5683,10,High School,4.3,2.5,11.6,10.23
5684,8,Bachelors,2.9,0.7,9.8,9.43
5685,7,Bachelors,4.5,1.0,7.1,5.5
5686,11,PhD,3.1,0.7,9.4,7.5
5687,4,Masters,0.5,1.4,6.8,7.81
5688,9,PhD,4.4,2.7,6.1,7.35
5689,8,PhD,5.0,1.0,9.8,7.55
5690,9,High School,5.4,1.1,9.9,9.12
5691,6,PhD,3.4,2.6,9.5,10.88
5692,11,PhD,4.5,1.5,7.1,7.58
5693,9,High School,4.5,1.6,9.6,8.5
5694,4,High School,0.9,2.6,6.3,8.97
5695,6,Masters,1.0,1.5,9.7,7.26
5696,7,Masters,0.4,2.0,9.3,9.27
5697,4,Masters,1.9,0.3,9.9,9.65
5698,10,Bachelors,2.8,0.5,11.4,8.51
5699,3,High School,6.0,1.2,11.1,7.37
5700,5,Bachelors,2.6,1.5,11.9,9.5
5701,3,Bachelors,4.4,2.9,11.9,9.69
5702,7,Masters,4.2,2.9,10.6,8.36
5703,10,High School,1.2,2.6,11.7,12.32
5704,9,Bachelors,0.4,0.9,11.2,9.19
5705,11,PhD,3.3,2.9,10.4,8.22
5706,4,PhD,4.2,2.1,6.5,7.3
5707,10,High School,6.0,1.2,6.3,7.59
5708,10,Bachelors,2.2,2.1,11.0,9.61
5709,8,Masters,5.4,0.0,8.9,7.97
5710,5,Bachelors,2.3,0.4,10.9,8.15
5711,4,PhD,4.1,2.5,7.9,9.58
5712,10,PhD,3.6,1.9,8.4,8.77
5713,8,Masters,0.3,1.1,10.2,10.4
5714,6,High School,0.5,1.5,11.5,10.32
5715,7,Bachelors,0.1,2.7,6.5,9.21
5716,7,PhD,2.2,1.9,11.2,8.74
5717,11,Bachelors,4.5,1.2,10.8,8.29
5718,11,Masters,1.0,0.4,7.9,9.43
5719,10,Masters,3.6,0.9,8.1,9.35
5720,10,High School,1.7,2.9,6.3,6.9
5721,4,Masters,4.8,1.3,6.1,7.12
5722,5,High School,4.8,1.4,8.9,7.59
5723,10,Bachelors,4.7,1.5,6.6,6.45
5724,7,PhD,3.1,2.7,7.2,8.35
5725,9,PhD,1.7,1.8,11.1,10.78
5726,10,High School,4.9,2.1,9.4,8.86
5727,8,PhD,1.1,1.2,9.8,8.74
5728,7,High School,1.7,0.1,7.1,8.04
5729,10,High School,1.1,2.8,11.0,9.66
5730,3,Bachelors,4.0,2.8,11.2,9.93
5731,3,Bachelors,4.1,2.8,9.1,10.06
5732,3,Masters,3.9,2.8,11.5,7.58
5733,5,High School,2.5,2.4,11.1,10.46
5734,8,Bachelors,0.6,2.1,10.4,8.13
5735,8,High School,5.5,2.5,10.4,10.04
5736,7,High School,3.0,1.8,6.6,6.94
5737,9,High School,2.4,0.4,7.6,6.46
5738,7,Bachelors,3.5,1.2,6.4,7.92
5739,4,High School,1.2,2.9,6.1,8.43
5740,6,High School,0.8,1.1,6.9,6.93
5741,3,Masters,2.4,2.6,11.3,8.57
5742,9,High School,1.4,0.3,7.4,7.58
5743,6,Masters,1.5,1.0,11.8,8.52
5744,6,High School,5.4,1.1,9.6,7.03
5745,6,Masters,3.2,0.2,7.4,7.5
5746,5,Bachelors,2.9,0.4,9.0,7.17
5747,10,Bachelors,4.1,0.6,7.3,7.71
5748,6,PhD,5.7,2.5,11.9,10.86
5749,10,High School,0.7,0.2,11.1,9.21
5750,11,PhD,5.0,0.9,6.2,6.88
5751,3,PhD,3.5,0.0,11.7,11.0
5752,6,Masters,0.9,2.1,10.3,8.38
5753,8,Bachelors,1.8,1.9,6.5,9.0
5754,10,High School,2.9,1.9,10.0,10.06
5755,8,High School,4.1,1.1,9.9,9.32
5756,8,Masters,1.5,0.6,7.3,9.09
5757,6,PhD,3.2,2.2,10.6,9.54
5758,11,Masters,4.1,2.4,6.5,6.92
5759,9,PhD,2.7,0.4,8.9,9.23
5760,8,High School,5.2,1.5,6.1,7.98
5761,3,Masters,5.2,0.7,11.8,10.0
5762,4,PhD,2.8,0.5,10.5,8.83
5763,8,Masters,5.8,2.2,7.0,6.58
5764,3,Bachelors,0.5,1.6,8.1,8.81
5765,7,Masters,0.0,0.6,7.0,8.92
5766,3,High School,2.3,0.9,10.6,10.07
5767,5,Masters,3.6,2.9,6.4,7.28
5768,9,High School,3.8,2.5,11.0,9.71
5769,7,High School,2.9,2.6,11.7,8.57
5770,3,Masters,0.7,1.4,10.1,10.3
5771,3,Masters,1.0,1.9,7.3,7.51
5772,10,Masters,5.1,1.1,8.2,8.38
5773,11,Bachelors,5.2,0.2,8.9,6.43
5774,9,Bachelors,4.0,1.2,9.6,9.43
5775,5,PhD,4.0,1.8,10.0,9.06
5776,8,Masters,3.6,0.9,9.3,7.49
5777,5,PhD,1.2,2.5,8.1,9.44
5778,6,PhD,2.6,0.5,11.3,8.56
5779,6,High School,4.2,1.1,6.5,7.84
5780,5,PhD,3.2,0.4,8.8,7.73
5781,8,Masters,0.1,1.2,10.7,7.9
5782,7,Bachelors,5.7,0.1,6.4,5.47
5783,11,PhD,5.1,0.8,10.2,7.87
5784,11,PhD,1.6,1.2,10.9,10.77
5785,5,Bachelors,3.7,1.4,10.0,9.58
5786,11,PhD,5.5,1.6,6.1,8.44
5787,5,Masters,0.6,0.8,7.1,9.61
5788,6,PhD,3.0,1.6,8.1,7.59
5789,3,High School,2.7,1.5,7.4,7.68
5790,7,PhD,2.5,0.9,11.8,9.08
5791,11,High School,5.0,2.5,9.9,8.04
5792,4,Bachelors,2.3,1.6,7.8,6.3
5793,6,Bachelors,0.4,1.0,11.6,9.85
5794,4,PhD,0.4,2.8,10.4,8.63
5795,10,PhD,0.3,2.5,7.7,8.74
5796,11,Bachelors,2.5,2.9,8.3,10.81
5797,5,High School,4.3,2.1,7.2,7.14
5798,11,Bachelors,1.2,1.1,11.8,10.0
5799,8,Bachelors,3.9,0.8,9.1,9.01
5800,8,High School,4.1,2.0,11.4,9.62
5801,9,Bachelors,1.5,2.9,8.1,9.1
5802,7,PhD,3.6,1.9,11.2,8.97
5803,8,PhD,4.1,2.6,6.3,7.25
5804,3,Bachelors,2.8,1.0,11.9,8.54
5805,5,PhD,2.0,1.2,11.5,10.41
5806,11,Masters,3.7,2.7,8.2,6.61
5807,7,Bachelors,5.9,2.3,10.6,9.72
5808,7,Masters,2.6,2.9,10.5,8.15
5809,10,Bachelors,2.4,2.3,11.4,10.73
5810,4,Bachelors,2.8,1.3,7.8,7.6
5811,9,Masters,0.5,1.6,8.8,7.67
5812,11,Bachelors,3.3,2.7,11.2,10.21
5813,9,PhD,2.0,1.7,10.7,10.32
5814,7,Masters,0.7,0.8,8.4,8.02
5815,8,Bachelors,2.8,1.3,11.1,9.99
5816,6,PhD,0.0,1.5,6.3,5.68
5817,9,Masters,2.4,0.3,10.7,7.57
5818,3,Masters,0.6,2.2,7.2,9.71
5819,6,PhD,0.1,0.3,7.7,7.93
5820,5,Bachelors,4.9,1.2,9.0,6.12
5821,6,Bachelors,5.5,2.4,8.7,7.4
5822,3,Masters,1.2,1.4,9.1,7.9
5823,4,High School,3.2,2.5,9.3,8.66
5824,11,Bachelors,1.7,1.0,8.0,7.79
5825,9,Bachelors,3.0,2.9,7.1,8.29
5826,8,PhD,2.6,0.6,10.6,8.83
5827,4,High School,1.6,0.1,8.4,9.43
5828,3,High School,4.2,2.6,9.0,8.96
5829,4,Masters,0.8,2.3,9.9,9.95
5830,9,PhD,0.3,0.7,11.5,10.92
5831,4,PhD,4.6,3.0,10.2,8.67
5832,5,Bachelors,4.0,1.5,6.3,5.91
5833,10,Masters,3.0,2.9,11.0,10.88
5834,9,Bachelors,2.8,1.5,11.9,9.79
5835,11,High School,3.0,1.4,8.8,8.48
5836,6,PhD,2.6,1.3,11.8,8.96
5837,9,Masters,2.4,1.0,9.3,7.92
5838,3,Bachelors,3.0,1.6,8.8,9.25
5839,4,Bachelors,3.2,1.4,8.0,8.96
5840,9,High School,4.2,0.1,9.9,8.93
5841,4,PhD,4.3,0.8,7.4,8.13
5842,8,High School,2.3,0.6,6.6,7.93
5843,11,Bachelors,2.5,2.6,6.2,7.89
5844,7,PhD,2.2,1.8,7.8,8.04
5845,9,PhD,3.2,2.3,8.4,9.62
5846,3,High School,2.7,2.9,9.3,8.68
5847,10,PhD,5.3,1.9,7.8,8.0
5848,11,High School,4.2,2.9,11.9,8.99
5849,7,PhD,5.4,0.9,7.8,6.65
5850,8,PhD,4.3,0.6,8.6,7.52
5851,10,Masters,5.8,1.2,6.6,6.04
5852,6,PhD,3.8,1.4,7.6,8.5
5853,4,Bachelors,5.8,2.7,6.3,5.82
5854,10,Masters,0.9,1.7,9.4,9.19
5855,4,High School,0.3,0.9,10.5,9.54
5856,7,Bachelors,3.5,2.2,7.2,6.03
5857,8,High School,5.9,1.5,8.2,7.11
5858,7,High School,2.5,0.5,6.1,7.35
5859,8,Bachelors,1.3,1.7,11.0,10.08
5860,8,High School,3.1,2.7,10.7,9.27
5861,5,Masters,3.9,2.5,6.4,8.21
5862,5,Bachelors,1.9,1.8,8.2,8.33
5863,11,High School,4.3,1.1,11.7,9.16
5864,5,High School,5.9,0.3,8.4,7.52
5865,5,PhD,5.4,1.4,9.2,8.95
5866,4,PhD,1.7,2.3,8.1,7.91
5867,9,High School,2.0,1.1,9.6,8.28
5868,6,Bachelors,2.2,0.7,11.9,8.86
5869,3,Masters,2.4,2.8,12.0,9.83
5870,8,High School,0.6,2.5,10.6,11.3
5871,7,High School,4.6,1.9,8.4,8.58
5872,4,High School,2.2,0.4,9.0,7.15
5873,8,PhD,5.3,0.4,8.1,6.7
5874,3,Bachelors,5.6,0.3,11.9,9.1
5875,5,High School,0.1,1.8,10.2,8.69
5876,6,PhD,5.9,0.3,8.7,6.66
5877,5,High School,4.3,2.5,6.1,8.67
5878,8,High School,3.1,3.0,9.1,8.31
5879,6,Bachelors,2.3,1.1,11.9,10.58
5880,3,PhD,3.1,1.4,9.1,9.7
5881,7,Masters,1.9,2.1,7.1,7.36
5882,7,Bachelors,3.7,2.8,6.1,6.65
5883,11,Masters,0.6,2.7,8.1,8.65
5884,10,PhD,3.7,0.2,11.5,7.83
5885,10,PhD,1.7,0.5,12.0,9.73
5886,7,Masters,0.1,2.3,11.7,10.14
5887,10,PhD,3.3,2.1,10.4,9.49
5888,9,Bachelors,3.5,0.4,9.3,9.54
5889,3,High School,2.6,1.5,9.5,9.55
5890,9,Masters,0.4,2.3,9.2,9.78
5891,10,High School,5.4,0.7,10.2,6.24
5892,5,Masters,3.7,2.6,8.5,8.88
5893,11,High School,0.7,0.2,10.0,10.64
5894,10,High School,3.1,2.3,6.7,4.74
5895,4,Bachelors,3.0,1.8,7.6,8.67
5896,8,High School,0.4,0.9,11.0,9.43
5897,6,Masters,3.6,2.2,11.4,8.65
5898,5,High School,4.8,2.3,9.2,9.21
5899,8,PhD,4.5,2.8,6.2,9.13
5900,11,High School,1.2,1.1,11.6,10.51
5901,4,High School,5.2,2.1,10.2,8.3
5902,7,PhD,2.1,1.8,8.5,7.58
5903,8,PhD,5.7,1.6,9.6,8.32
5904,6,Masters,0.4,2.7,8.6,10.04
5905,9,PhD,2.9,0.0,8.8,7.55
5906,4,PhD,3.6,0.8,11.3,8.75
5907,9,Masters,1.5,1.6,7.0,10.8
5908,4,Masters,4.6,0.5,6.6,7.95
5909,3,High School,3.8,2.7,6.0,8.6
5910,7,Bachelors,0.1,1.9,7.9,7.25
5911,4,Masters,3.7,1.4,6.9,6.73
5912,10,PhD,2.9,2.4,7.3,8.13
5913,10,High School,1.2,1.4,6.1,6.62
5914,3,PhD,6.0,1.7,7.4,8.87
5915,6,Masters,5.4,0.0,8.0,8.53
5916,11,Bachelors,1.8,1.1,6.2,6.92
5917,7,High School,3.2,0.4,9.6,10.1
5918,8,Masters,1.9,2.1,9.4,9.01
5919,5,Masters,4.7,1.4,6.6,9.71
5920,7,PhD,5.6,0.9,9.6,8.13
5921,3,Bachelors,2.2,1.4,12.0,10.36
5922,10,Masters,4.8,0.6,11.7,10.3
5923,8,PhD,3.0,2.8,6.0,8.92
5924,4,High School,2.4,0.2,10.8,9.41
5925,6,PhD,5.6,2.6,8.1,7.76
5926,6,High School,3.1,1.5,6.4,7.9
5927,11,PhD,2.8,1.9,7.8,7.31
5928,11,Bachelors,4.0,0.9,7.9,7.78
5929,7,PhD,1.6,2.9,9.1,8.08
5930,5,Bachelors,1.9,0.8,10.0,7.08
5931,3,Bachelors,5.6,1.8,10.5,8.67
5932,8,High School,4.1,3.0,7.5,9.34
5933,10,PhD,5.0,2.6,7.9,8.87
5934,3,PhD,1.6,1.6,7.9,8.24
5935,3,PhD,3.3,3.0,8.2,10.27
5936,9,Bachelors,5.8,2.1,12.0,8.7
5937,9,Masters,1.9,0.6,10.7,7.16
5938,4,PhD,1.0,1.2,11.8,7.7
5939,5,PhD,3.1,1.0,10.2,7.58
5940,4,Masters,2.3,1.0,8.4,9.02
5941,8,High School,1.0,2.3,8.3,8.18
5942,10,PhD,5.3,1.8,8.9,8.5
5943,10,Masters,5.9,0.1,8.5,8.9
5944,3,PhD,3.4,2.6,11.0,8.4
5945,11,Bachelors,4.6,0.9,8.8,8.35
5946,10,Masters,5.2,3.0,7.8,8.52
5947,11,Bachelors,4.2,2.9,10.6,8.41
5948,11,Masters,0.3,2.8,11.1,11.57
5949,8,High School,0.9,2.4,8.5,8.65
5950,5,Bachelors,0.4,0.7,10.0,8.75
5951,3,PhD,0.1,1.6,6.4,10.13
5952,10,Masters,1.8,0.7,9.2,9.05
5953,5,PhD,2.4,0.8,6.3,8.21
5954,9,High School,1.4,1.8,6.2,9.09
5955,8,Masters,0.4,0.1,9.7,8.18
5956,5,High School,3.2,2.9,7.8,9.6
5957,8,Masters,1.6,2.8,10.5,9.22
5958,5,Bachelors,4.8,1.1,11.4,8.39
5959,11,PhD,0.0,1.5,6.8,7.9
5960,3,Bachelors,5.1,1.4,10.3,7.9
5961,10,Bachelors,5.7,2.6,9.1,9.1
5962,7,Bachelors,4.3,2.1,6.7,7.72
5963,6,Bachelors,4.4,0.8,9.9,7.83
5964,3,Masters,5.6,1.3,9.7,8.82
5965,11,PhD,1.3,1.3,9.1,8.49
5966,11,Masters,6.0,2.9,11.6,8.98
5967,7,Masters,4.6,0.5,9.1,7.92
5968,11,Masters,4.4,0.3,11.9,9.43
5969,11,Bachelors,2.2,2.6,9.1,9.37
5970,9,High School,3.3,2.7,6.7,7.47
5971,10,Bachelors,3.9,2.6,8.8,9.37
5972,3,Masters,3.7,1.5,7.1,7.33
5973,6,Bachelors,4.2,2.0,9.6,7.95
5974,6,PhD,0.5,1.7,10.2,8.02
5975,11,PhD,2.1,0.2,8.8,9.14
5976,5,Bachelors,2.6,1.8,6.6,7.67
5977,3,Bachelors,1.6,0.0,8.8,8.41
5978,7,High School,1.0,1.0,6.5,8.75
5979,9,Bachelors,0.8,2.8,10.1,9.24
5980,6,Bachelors,2.2,0.9,10.7,7.74
5981,11,High School,3.0,2.8,11.8,10.03
5982,8,Bachelors,0.4,0.8,6.9,8.23
5983,8,Bachelors,5.7,0.9,9.2,7.55
5984,5,Bachelors,4.6,1.9,9.4,9.88
5985,7,Bachelors,4.4,2.3,11.5,6.92
5986,8,Bachelors,1.0,1.5,9.8,10.29
5987,6,Masters,3.6,2.6,6.9,8.61
5988,5,Bachelors,3.2,0.1,8.6,8.29
5989,7,High School,5.9,2.8,9.9,5.28
5990,9,Bachelors,4.5,0.6,10.2,9.64
5991,8,Masters,3.5,2.7,11.2,8.56
5992,4,High School,5.1,1.2,7.1,6.67
5993,3,High School,0.9,2.5,11.7,10.08
5994,7,Bachelors,0.1,2.0,6.4,8.55
5995,7,PhD,4.1,0.5,11.9,9.73
5996,8,Masters,0.6,2.8,11.1,11.05
5997,5,PhD,0.7,0.7,10.0,9.89
5998,3,Bachelors,4.5,0.7,10.4,8.72
5999,6,Masters,1.6,2.4,6.4,8.38
6000,6,PhD,3.8,0.3,6.2,5.72
